url,До центра деревни,До аэропорта,До ж/д вокзала,До Байкала,features,description,До центра города,До канатной дороги,До лыжной трассы,nearest_site,Расположение,Обслуживание,Цена/качество,Чистота,Питание,Качество сна,Год открытия,До центра села,До центра поселка,До Залива Мухор,До залива Ангарский сор
https://101hotels.com/main/cities/huzhir/olhonskie_terema_1.html,,,,,"['Трансфер', 'Автостоянка / Парковка']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер от/до аэропорта (платный)
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Ольхонские терема!
Гостевой дом «Ольхонские терема» расположен в поселке Хужир.
К услугам гостей бесплатная частная парковка и платный трансфер от/до аэропорта.
В номерах гостевого дома установлен письменный стол.
Русские и английские сотрудники стойки регистрации всегда готовы помочь гостям.",,,,Краеведческий музей им. Н. М. Ревякина,,,,,,,,,500.0,,
https://101hotels.com/main/cities/kurma/kemping_baykal-kantri.html,200.0,156500.0,207700.0,28500.0,"['Бар / Ресторан', 'Трансфер', 'Автостоянка / Парковка', 'Размещение домашних животных возможно по запросу.']","База отдыха предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Гарантируем лучшие цены в кемпинге Байкал-Кантри!
Кемпинг «Байкал-Кантри» расположен в живописной местности в поселке Курма. Гостям предлагается возможность провести свободное время в комфортабельных условиях, насладившись окружающей природой и новыми возможностями эко-туризма.
Номерной фонд кемпинга представлен жилыми домами с удобными комнатами, имеющими необходимые принадлежности для уютного проживания. Полы имеют ковровое покрытие. Все помещения оснащены индивидуальными санузлами.
Питание отдыхающие могут самоорганизовать на кухнях, где в наличии имеется бытовая техника и посуда. На территории размещены площадки для установки мангалов. Для гостей работает буфет.
Расстояние до озера Байкал не превышает 600 метров. В четырех километрах находится Обзорная гора. В пешей доступности размещаются каменные арки и гроты, двухкилометровая галечная коса, прочие живописные места для прогулок.",,,,,,,,,,,,,,,
https://101hotels.com/main/cities/leestvyanka/guesthouse_u_batushki.html,,58300.0,4200.0,10.0,"['Интернет', 'Автостоянка / Парковка']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Бесплатный Wi-Fi
Рядом с отелем есть:
Музей Тальцы
Гарантируем лучшие цены в гостевом доме У Батюшки!
Гостевой дом «У Батюшки» находится в поселке Листвянка на берегу Байкала.
Для гостей имеется сауна, площадка барбекю с беседкой, верховая езда, пешие прогулки по окрестностям. В пешей доступности находится пляж. Для личного автотранспорта организована частная парковка. Допускается размещение с домашними животными по предварительному согласию. В номерах имеется собственная ванная комната и небольшая столовая. Среди дополнительных удобств — кабельное телевидение, холодильник, электрический чайник, бесплатное покрытие Wi-Fi. Стойка регистрации постояльцев работает круглосуточно.
Гости могут воспользоваться общей кухней, где имеется необходимое электрическое оборудование и посуда для самостоятельной готовки.
От поселка Листвянка до близлежащего крупного города Иркутска — 80 километров.",800.0,2800.0,2800.0,Музей Тальцы,9.3,8.5,8.3,8.7,8.3,8.9,,,,,
https://101hotels.com/main/cities/goryachinsk/guest_house_family_2.html,,143400.0,136200.0,855.0,"['Пляж', 'Трансфер', 'Автостоянка / Парковка', 'Сауна / SPA']","Гостевой дом предлагает гостям:
Размещение в самом центре
Есть парковка
Доступен трансфер от/до аэропорта (платный)
Гарантируем лучшие цены в гостевом доме Семья!
Гостевой дом Семья находится в центре села Горячинск, в 855 м от озера Байкал. Окружен живописным лесным массивом.
Номерной фонд представлен одной категорией — классическим четырехместным номером в количестве 14 комнат. Обставлены двухъярусными и обычными кроватями с шелковым постельным бельем.
Питание организовано путем доставки продуктов проживающим.
В бесплатное обслуживание входят: частные парковочные места, пешие прогулки, уборка номеров ежедневно. Также проживающим доступны в качестве услуг: возможность трансфера от и до аэропорта, регистрация новоприбывших 24 часа в сутки. Гости могут расслабиться в массажном салоне и попариться в турецкой бане.
Расстояние до железнодорожного вокзала — 136 км, до аэропорта — 143 км.",,,,,,,,,,,,600.0,,,
https://101hotels.com/main/cities/bolshoe_goloustnoe/talisman_mini-hotel.html,,76300.0,82900.0,1700.0,"['Бар / Ресторан', 'Пляж', 'Автостоянка / Парковка']","Отель предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Рядом с отелем есть:
Сухое озеро
Гарантируем лучшие цены в мини-отеле Талисман!
Мини-отель «Талисман» расположен в 1,5 км от центра п. Большого Голоустного. Постояльцам предоставляется бесплатная автомобильная парковка и свободный доступ к сети WI-FI. По предварительному согласованию возможно заселение с домашними питомцами.
Номерной фонд состоит из четырёх номеров. В оснащение каждого входит электрический чайник и столик. В собственной ванной комнате установлена душевая кабина. К домикам прилегает терраса, на территории есть патио.
Для гостей обустроена общая кухня. Здесь подают завтрак или блюда по меню. В пешей доступности кафе и супермаркет. В наличии также принадлежности для барбекю.
Рядом с объектом находится Байкал, река Голоустная и гора Майлгор. Также доступна детская игровая площадка, первая линия пляжа и места для пикника. Расстояние до ближайшего аэропорта Иркутска — 118 км.",,,,Сухое озеро,9.8,9.3,8.9,8.5,7.2,8.7,,,400.0,,
https://101hotels.com/main/cities/huzhir/piplolxon.html,,,,,"['Интернет', 'Пляж', 'Трансфер']","Гостевой дом предлагает гостям:
Размещение в самом центре
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Piplolxon!
Гостевой дом Piplolxon с садом и бесплатным Wi-Fi на всей территории расположен рядом с пляжем в поселке Хужир.
В числе удобств терраса.
В гостевом доме можно забронировать семейные номера.
С балкона каждого номера открывается вид на горы.
В распоряжении всех гостей также патио с видом на озеро.
В гостевом доме Piplolxon сервируют континентальный завтрак.
В поселке Хужир и его окрестностях есть возможности для различных видов активного отдыха, в том числе велосипедных прогулок.",,,,Краеведческий музей им. Н. М. Ревякина,,,,,,,,,1400.0,,
https://101hotels.com/main/cities/maksimiha/lazurnyy_bereg.html,,191400.0,,32.0,"['Интернет', 'Пляж', 'Автостоянка / Парковка', 'Трансфер', 'Сауна / SPA']","База отдыха предлагает гостям:
Есть собственный пляж
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Гарантируем лучшие цены в загородном отеле Лазурный берег!
Загородный отель «Лазурный берег» - прекрасное место отдыха на берегу озера Байкал, расположенное в селе Максимиха Республики Бурятия. К услугам гостей экскурсионное обслуживание, прокат велосипедов, водные развлечения.
Номерной фонд рассчитан на пять номеров, предполагающих проживание пяти человек в каждом. Интерьер помещений отеля выполнен с преобладанием натуральной древесины. Просторные комнаты удобно меблированы, что позволяет постояльцам с комфортом разместить свои вещи.
Общая кухня оснащена плитой для приготовления еды, хранить продукты предлагается в установленном холодильнике. На уличной территории размещены места для установки мангала.
В шаговой доступности находится песчаный пляж, в окрестностях имеются превосходные места для пеших прогулок. В двух километрах расположено кафе. Ближайший аэропорт удален от отеля на 200 километров.",,,,,10.0,9.8,9.6,9.8,10.0,9.6,,7400.0,,,
https://101hotels.com/main/cities/leestvyanka/guesthouse_baikal_cedar.html,,59500.0,5500.0,38.0,"['Интернет', 'Бар / Ресторан', 'Автостоянка / Парковка', 'Прачечная или Химчистка', 'Кондиционер', 'Бизнесменам', 'Сейф']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Бесплатный Wi-Fi
Рядом с отелем есть:
Музей Тальцы
Гарантируем лучшие цены в гостевом доме BAIKAL CEDAR!
Гостевой дом ""BAIKAL CEDAR"" находится в Листвянке. Здесь Вы всегда сможете подключиться к бесплатной сети Wi-Fi. Для автовладельцев предусмотрена частная парковка.
К размещению гостей предоставлено 23 комфортабельных номера. Все они включают в себя удобные спальные места и необходимую мебель. В некоторых - обустроен гостиный уголок, либо балкон. Уборка проводится ежедневно. стойка регистрации работает круглосуточно, а отзывчивый и приветливый персонал всегда рад помочь и ответить на все интересующие Вас вопросы.
Поесть можно в ближайших закусочных, столовых и кафе. Продукты питания можно купить в ближайших супермаркетах, магазинах и рынках.
Из достопримечательностей, которые находятся рядом Вы сможете посетить: музей ""Тальцы"", Храм Николы угодника, совсем близко - озеро Байкал. Расстояние до аэропорта составляет примерно 59,5 километров.",1400.0,4000.0,3900.0,Музей Тальцы,9.6,9.6,9.4,9.3,9.3,9.6,,,,,
https://101hotels.com/main/cities/slyudyanka/guest_house_jupiter.html,,81500.0,2000.0,1200.0,"['Интернет', 'Трансфер', 'Автостоянка / Парковка', 'Размещение домашних животных возможно по запросу.']","Гостевой дом предлагает гостям:
Размещение в самом центре
Есть парковка
Доступен трансфер от/до аэропорта (платный)
Бесплатный Wi-Fi
Рядом с отелем есть:
Паровоз Лебедянка
Гостевой дом «Юпитер» расположен на улице Ленина в небольшом городке Слюдянка Иркутской области. За дополнительную плату можно воспользоваться частной парковкой. Предоставляются принадлежности для барбекю.
Для гостей предоставляются двух-, трёх- и четырёхместные номера. В каждом из них есть всё для комфортного отдыха: Wi-Fi, шкаф, телевизор, удобные спальные места. В собственной ванной комнате Вы найдете гигиенические принадлежности, халат, полотенца, фен.
Расстояние до железнодорожного вокзала составляет около 2 км. В радиусе 1,5 км находится озеро Байкал.",600.0,,,Паровоз Лебедянка,8.1,9.1,8.3,9.1,7.2,9.3,,,,,
https://101hotels.com/main/cities/leestvyanka/cottage_3.html,,8300.0,,633900.0,"['Интернет', 'Трансфер', 'Автостоянка / Парковка', 'Сауна / SPA', 'Размещение домашних животных возможно по запросу.']","Отель предлагает гостям:
Бесплатная парковка
Доступен трансфер от/до аэропорта (платный)
Бесплатный Wi-Fi
Гарантируем лучшие цены в отеле Коттедж!
Коттедж «Коттедж» с видом на озеро расположен в поселке Листвянка.
К услугам гостей сад, принадлежности для барбекю, терраса и бесплатный Wi-Fi.
К услугам гостей бесплатная частная парковка.
В этом районе популярны такие виды активного отдыха, как пешие походы и лыжный спорт.
Дом для отпуска располагает 4 спальнями, телевизором с плоским экраном и спутниковыми каналами, оборудованной кухней с холодильником и духовкой, стиральной машиной и 2 ванными комнатами с душем.
В доме для отпуска можно взять напрокат лыжное снаряжение и велосипед.
Дом для отпуска Cottage находится в 4,2 км от города Байкал и в 43 км от поселка Большое Голоустное.
Ближайший международный аэропорт Иркутска находится в 58 км.
За дополнительную плату организуется трансфер от/до аэропорта.",713400.0,,,,,,,,,,,,,,
https://101hotels.com/main/cities/huzhir/shambala_1.html,,,,,"['Интернет', 'Автостоянка / Парковка', 'Размещение домашних животных возможно по запросу.']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Shambala!
Гостевой дом «Шамбала» с террасой расположен в городе Хужир.
За дополнительную плату предоставляется частная парковка.
Все номера гостевого дома оснащены чайником.
Номера оснащены холодильником.",,,,Краеведческий музей им. Н. М. Ревякина,,,,,,,,,800.0,,
https://101hotels.com/main/cities/huzhir/kemping_olhon.html,,154800.0,231900.0,27200.0,"['Бар / Ресторан', 'Прачечная или Химчистка', 'Трансфер', 'Размещение домашних животных возможно по запросу.']","База отдыха предлагает гостям:
Размещение в самом центре
Доступен трансфер (за дополнительную плату)
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в кемпинге Ольхон!
Кемпинг ""Ольхон"" находится в Хужире. Сюда Вы сможете приехать и заселиться вместе со своим домашним животным. Для автовладельцев предоставлена частная парковка, которая бронируется по предварительному заказу.
К размещению гостей предоставляются комфортабельные номера поделенные на различные категории. Каждый включает в себя удобные спальные места, необходимую мебель и телевизор. Из некоторых окон открывается великолепный вид на гору или озеро. Стойка регистрации работает круглосуточно.
Вкусно и сытно поесть можно в местном ресторане, в котором подаются различные блюда из меню.
Здесь очень популярны рыбная ловля и верховая езда. Расстояние до аэропорта составляет примерно 226 километров.",,,,Краеведческий музей им. Н. М. Ревякина,8.9,8.7,8.5,8.7,9.6,8.7,,,700.0,,
https://101hotels.com/main/cities/huzhir/gostevoy_dom_baykal_2.html,,155100.0,,27500.0,['Автостоянка / Парковка'],"Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Байкал!
Гостевой дом ""Байкал"" разместился неподалеку от побережья знаменитого озера Байкал. Великолепная красота этих мест никого не оставит равнодушным. Гостям предоставляется бесплатный доступ к Wi-Fi и место на частной парковке. Кроме того, для не курящих имеются специальные предложения.
Номерной фонд состоит из 12 уютных номеров. В каждом установлены удобные кровати и душевые. Персонал вежливо и внимательно относится ко всем просьбам отдыхающих. Особая благожелательная атмосфера внутри гостиницы подарит незабываемые впечатления.
Постояльцы смогут вкусно поесть в ближайшем заведении общественного питания, а также приобрести необходимые продукты в одном из магазинов села Хужир.
Рядом находятся Хужирский краеведческий музей и скала Шаманка.",,,,Краеведческий музей им. Н. М. Ревякина,,,,,,,,,800.0,,
https://101hotels.com/main/cities/bolshoe_goloustnoe/iden-gol_baykal.html,,,,,"['Интернет', 'Трансфер', 'Автостоянка / Парковка', 'Сейф']","Отель предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер от/до аэропорта (платный)
Бесплатный Wi-Fi
Рядом с отелем есть:
Свято-Никольская церковь
Гарантируем лучшие цены в отеле Иден-Гол Байкал!
Загородный дом «Иден-Гол Байкал» с видом на озеро, бесплатным Wi-Fi и бесплатной частной парковкой расположен в поселке Большое Голоустное.
В распоряжении гостей телевизор с плоским экраном и DVD-плеером, собственная ванная комната с феном и кухня с холодильником.
К услугам гостей принадлежности для барбекю.
В доме для отпуска «Иден-Гол Байкал» работает прокат велосипедов и автомобилей.
Ближайший международный аэропорт Иркутска находится в 77 км.
За дополнительную плату организуется трансфер от/до аэропорта.",,,,Свято-Никольская церковь,,,,,,,,,1300.0,,
https://101hotels.com/main/cities/goryachinsk/gostevoy_dom_goryachiy_klyuch.html,,143700.0,136500.0,1500.0,"['Интернет', 'Прачечная или Химчистка', 'Автостоянка / Парковка', 'Трансфер', 'Бильярдная', 'Бассейн', 'Сауна / SPA', 'Размещение домашних животных возможно по запросу.']","Отель предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер от/до аэропорта (платный)
Бесплатный Wi-Fi
Гостевой дом «Горячий ключ» находится в поселке Горячинск. К услугам гостей бесплатный WI-Fi и парковка для автомобилей. Кроме того, по запросу возможно размещение с домашними животными.
К услугам гостей просторные номера различных категорий, которые оснащены всем самым необходимым: двуспальной кроватью, просторной ванной комнатой со всеми туалетно-косметическими принадлежностями.
На территории гостевого дома находится кафе ""Горячий ключ"", в котором готовят блюда на любой вкус.
Расстояние до аэропорта Улан-Удэ ""Байкал"" составляет 190 км, до железнодорожного вокзала - 180 км.",,,,,9.4,9.6,9.4,9.8,9.6,9.6,2014.0,200.0,,,
https://101hotels.com/main/cities/huzhir/u_lukomorya_guesthouse_blagoustroennie_komnati.html,,,,,"['Интернет', 'Трансфер', 'Автостоянка / Парковка', 'Размещение домашних животных возможно по запросу.']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме U Lukomorya Guesthouse Благоустроенные комнаты!
Гостевой дом «У Лукоморья» расположен в поселке Хужир.
К услугам гостей семейные номера и терраса.
В каждом номере есть балкон с видом на город и бесплатный Wi-Fi.
В номерах гостевого дома обустроена гостиная зона.
В каждом номере гостевого дома «У Лукоморья» есть письменный стол и собственная ванная комната.",,,,Краеведческий музей им. Н. М. Ревякина,,,,,,,,,900.0,,
https://101hotels.com/main/cities/kurma/baza_otdiha_uyuga.html,1700.0,155400.0,206300.0,533.0,"['Бар / Ресторан', 'Прачечная или Химчистка', 'Трансфер', 'Бассейн', 'Бизнесменам', 'Сейф', 'Размещение домашних животных возможно по запросу.']","База отдыха предлагает гостям:
Размещение в самом центре
Доступен трансфер (за дополнительную плату)
Гарантируем лучшие цены в базе отдыха Уюга!
База отдыха «Уюга» расположилась на берегу Великого озера Байкала вдали от шума и суеты, на который открывается живописный вид. Здесь гости смогут заняться пешими прогулками по окрестностям, верховой ездой, рыбалкой и многим другим.
Все дома выполнены из дерева, что делает их очень теплыми и уютными. В номерах также присутствуют элементы из дерева.
На его территории работает ресторан, в котором подают блюда местной кухни.
Расстояние до аэропорта Иркутска составляет 201 км, до железнодорожного вокзала — 206 км.",,,,,9.4,9.4,9.1,9.4,9.4,9.1,,,,,
https://101hotels.com/main/cities/leestvyanka/guest_house_taiga.html,,57200.0,4000.0,1200.0,"['Интернет', 'Прачечная или Химчистка', 'Автостоянка / Парковка', 'Бизнесменам', 'Сауна / SPA']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Бесплатный Wi-Fi
Рядом с отелем есть:
Храм Николы Угодника
Гарантируем лучшие цены в гостевом доме Тайга!
Уютный гостевой дом «Тайга» находится в живописном поселке Листвянка, в 1,8 км от горнолыжных трасс.
К услугам отдыхающих просторные номера. Все категории выполнены в приятной цветовой гамме и укомплектованы качественной мебелью с отделкой из дерева, удобными спальными местами, необходимой техникой. В общественных зонах предоставляется беспроводной доступ Wi-Fi.
В общее пользование предоставлены принадлежности для барбекю.
Ближайший аэропорт удален в 57 км от места размещения, а железнодорожный вокзал - в 62 км. Отдыхающие могут заняться пешим туризмом, который распространен в данной местности или же посетить достопримечательности.",1100.0,1800.0,1800.0,Храм Николы Угодника,8.9,9.6,9.1,9.8,9.3,9.8,,,,,
https://101hotels.com/main/cities/huzhir/volna_plus_hotel.html,,154800.0,,,"['Интернет', 'Бар / Ресторан', 'Автостоянка / Парковка', 'Трансфер']","Отель предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в отеле Волна плюс!
Отель ""Волна плюс"" располагается в 10 минутах ходьбы от Краеведческого музея в поселке Хужир, Иркутской области. Гости, прибывшие на личном автомобиле, смогут воспользоваться парковкой. На всей территории работает бесплатный скоростной интернет.
Номера оформлены в едином стиле. каждый укомплектован не только функциональной мебелью, но и современной техникой. Некоторые варианты размещения включают в себя собственную ванную комнату, для остальных удобства расположены на этаже.
В баре отдыхающие могут перекусить и заказать различные напитки. Кроме того, в шаговой доступности находятся несколько кафе быстрого питания.
Для любителей активного времяпровождения предусмотрен прокат велосипедов, есть настольный теннис. Желающие ознакомиться с культурными достопримечательностями могут обратиться в экскурсионное меню или самостоятельно прогуляться по окрестностям. Сотрудниками осуществляются трансферные услуги.",,,,Краеведческий музей им. Н. М. Ревякина,,,,,,,,,100.0,,
https://101hotels.com/main/cities/huzhir/vdohnovenie_2.html,,,,,"['Прачечная или Химчистка', 'Трансфер', 'Автостоянка / Парковка', 'Бизнесменам', 'Размещение домашних животных возможно по запросу.']","Гостевой дом предлагает гостям:
Размещение в самом центре
Вкусные завтраки
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Вдохновение!
Гостевой дом «Гостиный двор» с принадлежностями для барбекю и видом на озеро расположен в поселке Хужир.
В числе удобств чайник.
В числе удобств телевизор.
Осуществляется доставка еды и напитков в номер.
Гости могут заняться различными видами активного отдыха, в том числе велоспортом и рыбной ловлей.
В гостевом доме можно взять напрокат велосипед.",,,,Краеведческий музей им. Н. М. Ревякина,,,,,,,,,800.0,,
https://101hotels.com/main/cities/sarma/baza_otdiha_altan.html,2000.0,150000.0,194100.0,20400.0,"['Бар / Ресторан', 'Трансфер', 'Автостоянка / Парковка', 'Бильярдная', 'Бассейн', 'Бизнесменам', 'Сауна / SPA', 'Пляж', 'Размещение домашних животных возможно по запросу.']","База отдыха предлагает гостям:
Есть собственный пляж
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бронирование напрямую
с моментальным подтверждением
Гарантируем лучшие цены в базе отдыха Алтан!
База отдыха «Алтан» расположена в двух минутах ходьбы от озера Байкал. К услугам проживающих бесплатная автомобильная парковка. Для маленьких гостей предоставляется игровая комната и анимационный персонал.
Для размещения предлагаются коттеджи, апартаменты и стандартные двухместные номера. Вся база отдыха отделана деревянными панелями. В некоторых домах имеется балкон с видом на озеро. В ванных комнатах установлен душ.
На базе отдыха имеется ресторан с местной кухней, и бар, где можно заказать любые напитки. В стоимость проживания питание не входит.
Дорога в пути до международного аэропорта Иркутска и железнодорожного вокзала займет примерно четыре часа. По запросу предоставляется трансфер.
Мы рекомендуем! Это один из самых популярных вариантов среди гостей в Сарме",,,,,9.3,7.9,7.9,8.5,9.1,8.7,2013.0,,,,
https://101hotels.com/main/cities/huzhir/usadba_belikovyh.html,,154900.0,151700.0,27400.0,"['Интернет', 'Трансфер', 'Автостоянка / Парковка', 'Сауна / SPA']","База отдыха предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в кемпинге Беликовская!
«Усадьба Беликовская» расположилась в Ольховском районе в поселке Хужир. От этой усадьбы до Байкала идти не больше 10 минут. Рядом с кемпингом есть бесплатная автостоянка, на территории есть сауна и детская игровая площадка. Также гости могут взять велосипед на прокат, заказать для себя трансфер и воспользоваться экскурсионными услугами.
Разместиться можно в уютных отдельных домиках-бунгало, а также в номерах в общем коттедже с размещением от двух и до трех человек. Ванные комнаты для всех отдыхающих общие.
На территории организована зона барбекю, принадлежности к которой выдаются по запросу у администратора. Также в поселке есть несколько магазинов и кафе.
Расстояние до аэропорта Улан-Удэ составляет 155 км, до железнодорожного вокзала — 151 км.",,,,Краеведческий музей им. Н. М. Ревякина,9.3,9.8,9.8,9.6,,9.8,,,400.0,,
https://101hotels.com/main/cities/bolshoe_goloustnoe/baikal_ice_house.html,,,,,"['Автостоянка / Парковка', 'Размещение домашних животных возможно по запросу.']","Отель предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Рядом с отелем есть:
Сухое озеро
Гарантируем лучшие цены в отеле Baikal_ice_house!
Дом для отпуска Baikal_ice_house расположен в поселке Большое Голоустное.
До поселка Листвянка — 43 км.
К услугам гостей бесплатная частная парковка.
В этом доме для отпуска есть гостиная и полностью оборудованная кухня.
В числе удобств телевизор с плоским экраном.
Расстояние до Байкал составляет 45 км.
Расстояние до международного аэропорта Иркутска составляет 76 км.",,,,Сухое озеро,,,,,,,,,900.0,,
https://101hotels.com/main/cities/huzhir/teremok_3.html,,155100.0,231000.0,27600.0,"['Интернет', 'Пляж', 'Автостоянка / Парковка', 'Трансфер', 'Сауна / SPA']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме Теремок!
Гостевой дом ""Теремок"" расположен вблизи центра Хужира, недалеко от краеведческого музея Н. М. Ревякина.
Гостей ожидают номера рассчитанные на двух или трех человек, все с удобной мебелью и необходимой для полноценного отдыха техникой. На территории предоставляется бесплатный Wi-Fi, личный транспорт можно оставить на парковке. Также имеется собственный пляж, сауна.
Вкусно и сытно подкрепиться можно в близлежащих кафе. Поблизости работает большое количество магазинов. Также желающие могут воспользоваться принадлежностями для барбекю.
Расстояние до аэропорта Байкал составляет 155 км, до железнодорожного вокзала Иркутск-Пассажирский - 231 км.",,,,Краеведческий музей им. Н. М. Ревякина,8.9,9.4,8.7,9.6,7.2,9.6,,,400.0,,
https://101hotels.com/main/cities/huzhir/gostevoy_dom_na_taezhnoy.html,,,,,"['Интернет', 'Трансфер', 'Автостоянка / Парковка', 'Размещение домашних животных возможно по запросу.']","Гостевой дом предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в гостевом доме На Таежной!",,,,Краеведческий музей им. Н. М. Ревякина,,,,,,,,,500.0,,
https://101hotels.com/main/cities/huzhir/samita.html,,154900.0,,27400.0,"['Интернет', 'Пляж', 'Автостоянка / Парковка', 'Прачечная или Химчистка', 'Трансфер', 'Размещение домашних животных возможно по запросу.']","База отдыха предлагает гостям:
Размещение в самом центре
Бесплатная парковка
Доступен трансфер (за дополнительную плату)
Бесплатный Wi-Fi
Рядом с отелем есть:
Краеведческий музей им. Н. М. Ревякина
Гарантируем лучшие цены в кемпинге Самита!
Комплекс отдыха «Самита» находится в Иркутской области, в поселке Хужир.
Для размещения 18 номеров со всеми условиями для проживания. Мягкой мебелью, имеются варианты с двуспальной кроватью, и отдельной ванной комнатой с душевой кабиной и туалетом, остальные удобства на территории. Также на каждого человека, выделяется комплект постельного белья и набор полотенец.
На общей кухне с необходимым оборудованием можно приготовить и разогреть еду, обеденная зона на улице. Каждое утро организуется завтрак, включенный в стоимость.
Среди услуг для гостей предлагается выход в интернет, продажа билетов, работа прачечной, предложение по экскурсиям, трансфер, летняя терраса, детская площадка, место с принадлежностями для барбекю, бесплатная парковка.
В качестве досуга велосипедные прогулки, недалеко располагается музей. Центр города на расстоянии 500 метров.",,,,Краеведческий музей им. Н. М. Ревякина,8.9,8.5,8.5,8.5,8.7,8.5,,,500.0,,
